@RELATION emotions
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BH_HighLowRatio numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@data
0.076866,?,?,-75.702341,?,0.940611,?,0.237869,1.083678,0.260604,0.587516,0.506778,?,1.04258,0.45195,0.463493,0.042547,?,0.030257,4.528805,0.920498,?,0.556338,0.574149,0.474666,0.580043,0.643196,0.600301,0.822595,?,0.749768,0.71106,?,0.069675,?,3.54657,0.515364,0.744976,0.251758,0.301768,0.221514,0.331916,0.432732,0.387992,0.488088,0.709719,?,0.294358,?,0.064285,0.030234,4.383599,?,0.312966,0.119609,0.113151,?,0.130649,0.148153,0.263949,0.296556,?,0.226663,0.225677,?,94,0.21486,188,2,0.1401,0.562735,1.255286,0,0,0,?,0,?
0.065095,0.122639,0.071758,-71.879563,5.626379,1.984911,0.97603,0.345941,0.902974,?,?,-0.193168,0.290674,0.515391,0.290293,0.425881,?,0.072628,?,1.844385,?,0.562925,0.474547,0.472998,?,0.420565,0.47385,0.471256,?,0.401829,?,0.391175,0.01587,0.056518,0.007558,1.757582,0.78365,?,?,0.402675,0.257309,0.315904,0.373752,0.32291,0.219183,?,0.156734,0.194394,0.026141,?,0.030824,4.472607,?,0.177254,0.107299,0.098813,?,0.087719,0.093929,0.084185,0.091393,0.084368,0.068557,0.067064,0.031821,?,0.012208,?,2,0.287588,?,0.700615,0,0,?,1,0,0
?,0.180823,0.087044,-64.174774,3.341259,-0.165425,?,?,0.977612,?,?,0.660604,?,0.171085,0.424199,0.459121,0.051344,0.165588,0.033211,4.658191,1.125761,?,0.861065,?,0.549513,0.551497,0.558602,?,0.495765,?,0.431582,0.41982,0.022776,0.046433,0.007329,?,0.443644,0.356602,?,0.270666,0.215455,0.175285,0.190233,?,0.246438,?,?,?,0.025437,0.065964,0.029762,3.578083,?,0.10778,0.153253,0.10248,0.083893,?,0.075965,0.082381,0.121057,0.060051,0.062659,?,0.298849,?,?,108,2,0.473268,?,0.511385,1,0,?,0,?,1
?,0.534392,0.093574,?,2.56374,0.658132,?,1.277034,0.516995,?,0.614064,?,0.596164,?,0.501533,0.545467,0.038894,0.451502,0.036375,5.165737,2.018504,1.064008,0.666533,0.698047,?,?,0.487087,?,0.429173,0.472067,0.460781,0.446695,0.018423,?,?,2.379514,0.567395,0.413336,?,0.247688,?,0.161552,0.145194,?,?,0.1957,0.159712,0.155282,?,?,0.028766,3.378085,0.278666,0.17274,0.104146,0.130362,0.086504,?,0.076147,0.085114,0.079644,?,?,?,?,?,?,134,?,0.583992,?,1.335851,0,0,0,?,0,?
?,?,?,-70.801039,2.747409,0.258451,?,0.326265,0.677583,0.714383,0.799939,0.496232,?,0.649341,?,0.36228,0.056641,?,0.030869,3.251412,0.889242,?,0.631557,?,0.552858,0.57547,0.571203,0.540258,0.496674,0.517994,0.495401,?,?,?,0.007638,2.311733,0.644655,0.318655,?,0.193117,0.180413,?,0.15127,0.171059,0.176332,?,0.14262,0.160093,0.023321,?,0.030213,4.070579,0.213916,0.084461,0.09241,0.08753,0.082315,0.077966,0.087673,?,0.075521,?,?,0.060935,0.529251,66,0.704535,132,?,0.772839,?,1.686925,?,?,?,?,?,0
0.032184,0.062056,?,-78.495456,?,?,1.569112,0.42164,?,0.733475,?,?,?,0.211305,0.525026,0.236589,0.016157,0.038099,?,4.4709,1.060887,?,0.646407,0.552967,?,0.492502,?,0.47649,0.473447,0.469775,?,?,?,?,?,3.76421,0.968671,0.65781,0.504651,?,0.264787,0.256721,?,0.227261,?,0.32855,0.38129,0.526837,?,?,0.029842,4.352684,0.479691,0.284428,0.161346,?,0.114954,0.101062,0.090291,0.107984,0.152586,0.151234,?,0.240027,?,90,0.136509,180,2,?,0.196406,0.672779,0,1,1,0,?,?
0.041702,?,0.078882,-70.862368,7.893239,-1.29354,?,?,1.31306,0.686465,0.811028,?,0.284486,?,0.130367,0.646395,?,0.057175,0.030044,3.578829,1.404586,0.76148,0.710409,0.534024,0.563149,0.505073,?,?,0.440736,?,?,0.454957,0.014325,0.036753,0.008857,3.034295,0.894143,0.528195,0.577136,0.295984,0.32417,0.296836,0.221089,0.2472,0.207489,?,0.368465,?,0.027864,0.056956,?,4.217139,?,0.234279,0.209987,?,0.098898,0.119024,0.123752,0.138135,0.081774,0.125179,0.114717,?,0.18478,57,0.285538,?,2,0.379583,0.423613,0.893542,?,0,1,?,1,0
0.068866,?,?,?,4.483975,0.052755,?,0.745775,?,?,1.320491,?,?,0.083918,0.596515,0.299277,?,0.1183,0.034277,4.449266,1.319212,1.266303,?,0.756444,?,0.538168,0.560698,0.483818,?,0.508743,0.47571,0.463695,0.022025,0.039457,?,?,0.778887,0.63553,0.577205,0.482589,0.284413,0.228657,0.374248,0.28044,0.238483,0.299589,0.20421,?,0.026279,0.065147,0.029489,4.046569,?,0.321362,0.328802,0.152298,0.105228,0.113319,0.122838,0.114633,0.141201,0.097088,?,0.077387,0.061361,67,0.516603,?,2,?,?,1.001973,0,1,1,0,0,0
0.07409,0.18607,0.077301,?,3.850498,0.092379,?,0.328131,0.72007,0.507299,0.413618,0.529686,0.525029,0.489065,0.463174,?,0.040786,0.118596,0.030625,2.195631,0.811006,0.71154,0.619494,0.535412,0.45549,0.502466,?,0.440404,0.415108,0.414386,?,0.39572,0.017892,0.045951,?,1.684189,0.435598,0.284715,?,?,0.17039,0.266666,0.179984,0.167015,0.167379,?,?,0.130769,?,0.064573,0.030358,3.863502,0.296043,0.215788,0.157193,0.11989,0.0744,0.095729,0.075211,?,?,?,?,0.074666,0.326196,65,0.122637,?,?,?,0.255456,1.067177,1,1,0,0,0,0
0.04223,0.162502,?,-70.836473,2.664215,?,?,0.673511,0.89135,?,0.802764,?,0.867446,?,0.500947,0.343273,?,0.227921,0.040764,?,1.148239,?,?,0.679229,0.660372,0.593494,0.542989,?,0.537245,0.577688,0.480167,0.480176,?,0.041328,0.005963,?,0.376185,?,0.408539,0.22632,0.289172,0.20737,?,0.1942,?,?,0.11869,0.155256,?,0.055201,?,?,0.171379,0.242177,0.165807,?,0.115026,?,0.102051,0.092193,0.064745,?,?,0.076489,?,?,0.073169,?,2,0.242157,0.1082,0.350356,1,?,?,0,0,?
0.101589,?,0.096043,?,2.014852,0.969012,1.118819,?,1.035053,0.687012,?,0.679464,0.785798,?,?,0.405698,0.079721,?,0.042347,?,1.284048,0.951477,0.707755,0.621289,0.584614,0.613977,0.589187,0.545655,0.484574,0.543174,0.473393,0.470964,0.018285,0.049315,0.007801,?,0.335999,?,0.191256,?,?,0.149446,?,0.168296,?,?,0.097059,0.168179,0.017352,0.038663,0.028147,?,0.237812,0.182787,0.094265,?,0.059813,0.081115,0.047119,?,0.075063,0.049244,?,0.061126,?,68,0.743598,136,?,?,0.856705,1.632007,0,?,?,0,?,0
0.078378,0.19796,0.077258,-59.286443,?,?,1.561411,?,0.365388,0.477281,0.532947,0.410174,0.598164,?,0.503497,?,0.031614,?,0.028957,2.016933,?,0.702107,0.567091,0.455744,0.461867,?,?,0.428984,0.444477,0.374951,0.406827,0.397314,0.022355,?,0.009261,?,0.583806,0.361051,0.340469,?,?,?,0.2013,?,?,0.137776,?,?,0.024285,0.056743,0.030628,3.839579,0.280173,0.179921,?,?,0.090948,0.085474,0.07053,0.063608,?,0.067117,0.061803,?,0.250584,74,0.414649,148,?,?,0.107992,1.091837,1,?,0,0,1,?
0.039865,?,0.078281,?,6.275505,?,1.9349,?,1.261385,?,0.229627,0.942958,0.490969,0.607195,0.565214,?,0.030987,0.075756,0.030094,3.151661,1.27313,?,0.709834,0.631925,0.658223,0.620345,?,?,0.527243,0.513415,0.468991,?,0.018295,0.03995,0.008323,3.380073,1.047778,0.487532,?,0.250353,?,0.391585,0.303176,0.408494,0.278516,?,?,0.322022,?,0.067788,?,3.960338,0.456958,0.31385,0.18756,0.186988,0.196363,?,0.097349,0.183004,0.114725,0.116139,0.108056,0.098274,0.18505,87,?,174,?,0.479219,0.078619,0.911228,0,0,1,1,1,0
0.088608,0.223232,0.092032,?,4.076591,-0.330496,1.5788,?,-0.092158,0.272939,?,?,0.342566,?,0.386517,0.571146,0.064492,?,0.036449,?,1.422977,1.240779,1.208541,1.01928,0.874626,?,0.745746,0.69289,0.715632,0.550686,0.579723,0.581675,0.033293,?,?,?,0.462776,0.567187,0.587768,0.490388,0.385053,?,?,0.264855,0.273849,0.198472,0.247862,0.333028,0.034816,0.084403,0.02906,3.583016,?,?,0.203006,?,0.175428,?,0.159396,0.139216,0.155692,0.095239,0.086577,?,0.118814,?,?,106,?,0.3945,0.3884,0.953621,0,?,1,0,0,0
?,?,?,-72.913644,1.839893,2.3116,0.980418,0.896726,0.706043,0.739761,0.62222,0.594586,0.624585,0.731637,0.700483,?,0.1599,0.34299,0.038401,?,?,0.899613,0.723126,?,0.631685,0.550456,0.494176,?,0.436863,0.473839,0.435852,0.442066,0.015073,0.052396,?,2.807559,0.337401,0.582221,0.210018,?,0.195232,?,0.189635,0.174457,?,0.174415,?,?,?,0.025326,0.028731,3.800043,0.304576,0.219087,0.109618,0.110615,?,?,0.088943,?,0.062861,0.08692,?,0.052369,?,66,?,132,2,1.67105,?,3.331277,1,1,0,?,0,0
0.061831,0.257735,0.084084,-73.030595,3.85412,?,2.329825,?,?,?,?,?,?,0.535078,0.314753,0.466096,0.064743,0.283153,0.039713,?,1.182431,1.168721,1.163386,?,0.694175,0.554455,0.625552,0.53043,?,0.42272,?,?,?,0.129016,0.007522,4.011674,0.65404,0.538429,0.521353,0.431563,0.297444,0.265877,?,0.254794,0.245592,0.157134,?,0.211679,?,?,0.030034,3.980966,0.385927,0.253973,0.30998,0.214431,0.134541,0.11133,?,0.110303,0.091207,0.065297,0.090357,0.079465,?,?,?,200,2,?,0.068106,0.269238,?,?,?,0,0,?
0.032045,0.047759,0.076592,-83.37137,8.971076,2.593695,1.825435,0.912541,1.024318,0.453092,0.411699,0.64458,?,0.38194,?,?,0.014327,0.027444,0.030467,3.261876,1.041111,0.781059,0.713756,0.539933,?,0.453581,?,?,0.510306,0.430167,0.373601,0.419561,0.018146,?,?,5.483201,0.927728,1.142149,0.789423,?,0.41623,?,?,0.5416,0.371732,?,0.348424,0.394106,0.029516,0.063912,0.030303,4.585754,0.542942,0.279776,?,?,0.151118,0.129696,?,0.161669,0.13254,?,0.081739,0.098998,0.089957,57,0,?,3,0.328762,0.058,0.399818,0,?,1,?,1,0
0.065638,0.158006,0.097638,-77.000707,5.687506,?,2.916244,?,1.345445,-0.059337,0.921229,0.281923,0.313709,0.717198,0.492632,0.252461,0.042792,0.13639,0.0442,7.572471,2.09619,1.164099,1.073238,?,0.711715,?,0.610994,0.550972,?,0.512648,?,0.493291,0.02622,0.0637,0.009728,?,1.179618,0.969687,1.085658,0.712796,?,0.581749,0.514683,0.387985,?,0.327104,0.359547,0.414408,0.024988,0.091149,?,?,0.584254,0.311726,0.292721,0.286103,?,0.156483,0.179715,0.116174,0.161074,0.113254,0.146377,0.165476,0.069768,52,0.098127,156,3,0.251773,0.090085,0.545423,0,1,1,0,0,0
0.133877,?,?,-68.268806,?,?,2.049976,?,0.391025,0.590258,0.275235,0.485403,0.164968,0.577025,?,?,0.124077,0.276532,0.038831,6.671666,2.298116,1.824233,1.240323,1.121843,0.853734,0.779467,0.870778,?,?,0.589677,0.577047,?,0.038263,0.07391,?,2.386306,?,?,0.502341,?,0.379086,?,?,0.151401,0.224305,0.145073,0.154222,0.188222,?,?,0.029413,?,?,?,0.31826,?,0.156804,?,?,0.08158,0.12493,?,0.091893,0.105163,?,59,?,118,2,0.119513,?,0.503212,0,0,0,?,0,1
0.060728,0.151699,0.095764,-71.537423,?,?,1.670072,?,0.503023,0.663086,0.37139,0.780623,0.557593,?,0.343242,0.637607,0.067438,0.207137,0.041771,5.832003,?,?,?,1.120215,0.730528,?,0.635386,0.593631,0.616045,0.523114,?,0.494859,0.022343,0.059949,0.007668,?,0.61974,0.634598,?,0.401002,0.308779,?,0.210019,0.229722,?,0.141138,0.150772,0.170732,0.037744,0.072544,0.028684,3.501216,0.382038,?,?,0.265742,?,0.093102,0.0944,?,0.141146,?,?,?,?,?,?,?,3,0.343781,0,0.766466,1,0,0,0,0,1
0.10152,?,0.09269,-66.508272,4.213296,?,1.117681,0.715445,0.297097,0.566385,0.170705,0.673489,0.386875,0.68155,0.234864,0.504835,0.092606,0.252098,0.036972,?,1.218437,1.107748,1.117365,?,0.738958,0.641611,0.650793,?,?,0.525661,0.531102,?,0.036334,0.064695,0.008793,2.027619,0.435192,?,0.47091,?,?,0.238224,?,0.220439,0.203979,0.227186,0.242969,0.233346,0.042364,0.066461,0.028997,?,0.315186,0.254323,0.205646,0.139384,0.106439,?,?,?,?,0.072316,0.086347,0.076591,0.141854,98,0.016314,?,2,0.103104,0.222081,?,0,0,0,0,0,1
0.043511,0.107128,0.090726,?,6.32713,1.276947,1.515848,0.117224,0.423398,0.283141,0.520543,0.86479,?,0.707521,0.097329,?,0.033232,0.145683,0.033888,4.69691,?,1.39746,1.070614,0.93134,0.699172,?,?,0.610701,?,?,0.53109,0.500805,0.020397,0.053519,?,2.747723,0.781466,0.543543,?,0.375914,?,0.263264,0.202097,?,0.272836,?,0.197455,0.161415,0.028472,0.077536,0.029495,?,?,?,0.180535,0.223078,0.115846,0.099333,0.099517,0.100401,0.121684,?,?,?,0.044831,?,?,?,?,0.138391,0.151616,?,0,0,1,0,1,?
0.092565,0.31292,0.085962,-69.077208,?,1.564388,?,0.255043,0.955882,0.587556,0.423435,0.520499,0.40651,0.554551,0.31633,0.321789,0.084952,?,0.032662,5.498476,1.505243,0.990168,1.078498,0.95629,?,0.591018,0.647529,0.531299,?,0.546337,?,0.511172,0.026462,0.067844,0.007887,?,0.579488,0.626683,?,0.407856,0.199635,0.265587,0.211859,0.235174,0.220972,0.192332,?,?,?,0.077664,0.029688,3.714091,?,0.252498,?,0.186199,0.120267,0.102217,0.119625,0.090132,0.085782,?,0.095775,?,?,?,0.034558,192,?,0.481622,0.262755,?,?,0,0,0,0,1
0.066195,0.249215,0.095474,-69.161298,4.044207,0.848744,1.913779,0.854018,?,?,?,0.649815,?,0.357193,?,0.50236,?,?,0.041896,6.725019,1.875562,1.654084,1.247676,0.978868,0.729756,0.779347,?,0.561947,?,?,0.540929,?,0.022622,0.086512,0.008202,?,0.634904,0.577433,0.497668,?,0.242432,0.245582,?,?,0.244692,0.203093,?,0.162963,0.030677,0.080235,0.029131,3.511324,?,0.36741,?,?,0.142471,0.133551,0.145434,0.106442,0.088716,0.106131,0.113059,0.081495,0.062078,?,0.038372,?,3,0.211575,0.030184,0.386514,1,0,0,0,?,?
0.039839,0.249803,0.086075,-74.543331,4.228762,2.323832,0.90638,0.836521,?,0.663933,1.183798,?,?,0.406794,-0.040397,0.954792,?,0.367799,?,6.301949,?,?,0.557833,0.398908,0.45761,0.357215,0.383447,?,?,?,0.342326,?,?,0.058554,0.008859,?,0.744053,?,0.319484,0.073724,0.100599,0.099655,0.148686,?,0.107227,0.070525,0.096737,?,0.023905,0.047971,0.029245,4.064794,0.406614,0.084178,0.14753,0.08766,0.060687,0.074983,0.080016,?,0.058065,0.043098,?,0.056569,0.294916,69,?,?,2,0.369079,0.620887,?,1,0,?,0,0,1
0.046869,?,0.073406,-73.486406,?,0.302147,?,0.437562,0.742306,?,0.223487,0.738607,0.195169,?,?,-0.129515,0.015721,0.037363,0.027691,?,?,?,0.494194,?,?,0.421744,?,?,0.430236,0.454335,0.462012,0.488217,0.019227,0.057517,0.008635,3.658667,1.224154,0.537926,0.417075,?,0.374733,?,?,0.611471,0.548353,?,0.637871,0.671418,0.02675,0.063667,?,4.234182,?,0.213808,0.148254,?,0.099269,0.114765,0.127566,0.156413,0.109593,0.187178,0.169512,0.248237,0.091379,65,0.085004,195,3,0.262402,?,1.140646,0,0,1,1,?,0
?,?,?,-78.059109,?,1.946346,1.926829,?,1.29913,?,0.705927,0.903004,0.553409,0.663556,?,0.520724,0.037389,0.125881,?,5.926856,1.64092,?,1.083726,0.866501,0.605456,?,0.558787,0.511588,?,?,0.45667,0.431313,0.020073,0.05237,?,4.789096,1.061585,0.833125,0.836152,0.611055,0.37649,?,?,?,0.252165,0.223032,0.305699,?,?,0.078652,0.029891,?,0.596422,0.330237,0.38285,0.333115,0.128244,?,0.181135,0.135578,?,0.119516,0.109664,0.11042,0.074931,54,0.024563,108,?,?,0.095176,?,?,?,?,1,1,0
0.088597,?,0.081021,-78.10209,5.130189,-0.90274,2.703565,-0.468024,1.248845,0.226696,0.04589,?,0.932453,?,0.572872,0.334509,0.036337,?,?,5.333882,1.154054,0.829719,0.973865,0.794322,?,?,?,0.633534,0.675773,?,?,0.534238,0.02792,?,0.007055,4.41978,0.686331,0.569527,0.692048,0.434448,0.377614,?,0.339998,0.466472,0.583547,?,0.374384,?,?,0.047385,?,4.484561,0.316823,?,0.255193,?,0.1145,?,0.121227,0.173064,?,?,0.153427,0.133456,0.033073,90,0.04571,180,2,0.157624,0.228093,0.837922,0,0,?,?,?,?
?,0.333477,?,?,?,?,0.191738,0.58209,?,0.044908,0.63953,0.560989,?,?,0.353222,0.676259,?,?,?,4.801862,?,1.041799,0.710095,0.616406,0.516517,?,0.456068,0.409481,0.420454,0.461796,0.456102,?,0.013382,0.05656,0.008265,?,0.294263,0.329828,0.233534,0.130853,0.160026,?,0.166206,?,0.177327,0.215539,0.18066,0.122252,0.018052,0.033675,?,4.197086,?,0.158279,0.139728,0.077606,0.09444,0.079111,0.066144,?,0.059751,0.068108,0.067838,?,1.510425,67,0.313855,134,?,?,0.313855,?,1,1,0,0,0,0
0.118839,0.484238,0.123137,?,2.010431,1.608652,1.369578,1.270624,?,0.689452,0.843093,0.775832,0.647296,?,0.537832,0.640318,0.107317,0.331465,0.070955,9.395944,2.475153,?,1.042217,0.80927,0.640839,?,0.482825,0.490022,0.450424,0.418681,0.449209,0.400854,0.07953,0.137729,?,5.844567,1.030441,0.792157,0.533265,0.425232,0.245601,0.365417,0.166667,0.17481,0.187553,0.217617,0.192457,?,?,0.058314,?,3.657071,?,0.271203,0.238419,0.237358,?,0.14313,0.10653,0.113606,0.104325,0.124576,0.120041,0.095983,?,65,0.849094,?,2,?,0.849094,1.842677,?,1,0,0,?,?
0.06488,?,?,-68.463418,3.08694,0.149376,?,0.506494,?,0.4517,0.465752,?,0.56208,?,0.792605,0.613684,0.048445,0.238844,0.031586,?,?,0.967929,0.839978,0.812374,?,0.595178,?,?,?,?,0.462412,?,0.017815,?,?,3.435518,0.474733,?,?,?,?,?,?,0.141832,0.168521,0.160039,0.231435,0.187729,0.023693,0.088073,0.029422,3.629047,?,0.194667,0.240672,?,0.1516,0.1043,0.105381,?,0.094726,0.076068,0.065026,0.0744,0.143526,?,?,?,2,0.509343,0.134587,0.655636,0,0,0,0,1,1
0.074872,0.15859,0.092338,-68.01072,?,0.040838,?,?,0.563324,0.771866,0.230885,0.401122,0.410532,0.690879,0.635403,?,?,?,?,4.931502,?,1.214724,0.908446,0.713689,0.842533,0.6278,0.606197,0.701569,0.652815,0.581865,?,0.469252,?,0.05633,0.00724,?,0.882141,0.933445,?,0.447696,?,0.399678,?,?,0.40442,?,0.239914,?,?,0.062463,0.028784,4.001759,0.357251,?,0.257393,0.157835,0.227399,0.148103,0.120762,0.213784,0.204264,0.126977,0.101109,?,?,68,1.232933,?,?,?,1.232933,2.185176,0,1,?,?,0,0
?,0.082688,0.077634,-72.577129,8.404411,-0.169213,1.309338,?,0.656527,0.558859,?,0.509546,0.399621,0.242203,0.438252,0.15003,0.015808,0.032749,0.028634,?,0.797834,0.671193,?,0.532889,0.49041,0.452732,0.478199,?,0.414932,?,0.462112,0.502423,0.014348,?,0.008515,?,?,?,0.318607,?,?,0.234429,?,?,0.193989,0.214196,0.195453,0.177951,0.025841,0.05304,?,4.082697,?,?,?,0.10472,?,0.062201,?,?,0.05599,0.081515,?,?,0.066972,?,0.073609,144,?,0.29969,0.221671,0.845115,0,?,1,1,?,?
?,0.108221,?,-80.774224,?,0.538926,?,1.19669,0.939025,0.519524,?,?,?,0.287312,0.456869,?,?,0.08036,?,3.75075,0.961263,?,0.521234,?,0.398196,0.387361,0.415185,0.404253,?,?,0.377894,0.341621,0.014399,?,?,?,?,?,0.392434,?,?,0.248148,0.378862,?,0.241458,0.2631,?,?,0.028195,0.146787,0.029572,4.768659,?,0.296981,?,0.15105,0.118641,0.090607,?,0.120842,0.098587,0.108461,?,0.090832,0.008398,81,0.008943,162,2,?,0.018442,0.099851,0,0,1,1,1,?
0.029734,0.050096,?,?,?,-0.53466,2.529736,0.525686,1.573721,1.335123,?,0.461046,0.64369,?,0.239679,0.787538,0.01453,0.045541,?,2.951091,1.15433,0.674607,0.601903,?,0.522569,0.578496,0.505095,?,?,0.440116,?,0.404328,0.011944,?,0.007141,?,0.649129,0.586734,0.450784,0.310785,?,0.391913,0.328958,0.35496,0.291142,?,?,0.256068,0.028421,0.063245,?,?,0.52298,0.293496,0.160544,?,?,0.117868,0.107878,?,0.08109,0.090506,?,0.070217,?,?,0.132495,?,?,0.138138,0.452404,1.001798,0,0,?,?,1,0
?,0.177467,0.089385,-72.410747,2.255514,0.054667,2.435505,0.732674,1.336346,0.40242,?,0.604162,0.722138,0.728284,?,?,0.07706,0.172464,?,6.643614,1.514002,1.361619,1.010538,0.919305,?,?,0.561571,0.616307,0.566418,0.535821,0.54069,0.48635,0.024809,0.057799,0.008391,3.772378,1.011833,0.667733,0.499934,0.515233,0.27936,0.364254,?,0.362499,0.246194,0.297993,0.244886,0.127103,0.026469,?,0.028966,3.905412,0.477964,?,0.33267,0.292092,0.137601,0.162369,0.1119,0.128373,0.114705,?,0.106469,0.078675,?,52,?,104,2,0.220604,0,0.220604,1,0,0,0,?,1
?,0.144386,0.091536,-75.532381,?,?,2.112233,0.397187,?,0.364107,1.405861,0.786084,?,0.285969,0.477625,0.559279,0.048554,?,0.040864,4.537112,1.157751,1.136499,0.972236,?,?,?,0.542884,?,0.490805,0.49358,0.509813,0.445482,0.023514,0.05063,0.008607,3.781293,0.769183,0.690241,0.776198,0.571944,0.48941,0.249658,0.425174,0.357752,0.36562,0.300972,0.278241,0.292104,0.031621,0.062013,0.029121,4.087316,0.337903,0.315752,0.259715,0.213764,0.15352,0.123035,?,0.108707,0.082696,0.094844,0.109482,0.074347,?,70,0.443281,140,2,0.542302,0.556348,?,0,?,1,0,0,0
?,?,0.077945,-84.288328,?,?,1.706145,?,0.59117,0.114055,?,0.442141,0.581783,0.494387,0.461318,0.626365,?,?,0.029727,?,?,1.032862,0.570465,0.563122,0.455416,0.459495,0.479267,0.391717,0.39412,?,0.413088,0.423066,0.017879,0.091915,0.007711,?,?,0.555971,0.317135,?,0.229335,?,0.241932,?,0.127279,0.153997,?,?,0.026624,0.146208,0.030184,?,?,0.243952,?,0.135326,?,0.070891,0.092705,?,0.07993,?,?,0.088999,0.084419,76,0.515134,?,2,0.423925,0,1.19975,0,0,1,1,1,?
